date,product_id,category,region,channel,sales,units_sold,promotion_flag,discount_rate,campaign_name,promotion_cost
2025-02-05,FRA-S,Fragrance,South,Shopee,2160.0,48,0,0.0,No Campaign,0.0
2025-02-05,FRA-E,Fragrance,East,Amazon,2835.0,63,0,0.0,No Campaign,0.0
2025-02-05,FRA-W,Fragrance,West,Amazon,2880.0,64,0,0.0,No Campaign,0.0
2025-02-06,SKI-N,Skincare,North,Shopee,4928.0,220,1,0.2,Bundle Deal,1057.18
2025-02-06,SKI-S,Skincare,South,Retail,3332.0,119,0,0.0,No Campaign,0.0
2025-02-06,SKI-E,Skincare,East,Retail,3612.0,129,0,0.0,No Campaign,0.0
2025-02-06,SKI-W,Skincare,West,Amazon,3276.0,117,0,0.0,No Campaign,0.0
2025-02-06,MAK-N,Makeup,North,Brand.com,2288.0,104,0,0.0,No Campaign,0.0
2025-02-06,MAK-S,Makeup,South,Amazon,2633.4,133,1,0.1,Member Day,322.43
2025-02-06,MAK-E,Makeup,East,Retail,2134.0,97,0,0.0,No Campaign,0.0
2025-02-06,MAK-W,Makeup,West,Shopee,2134.0,97,0,0.0,No Campaign,0.0
2025-02-06,HAI-N,Haircare,North,Amazon,1962.0,109,0,0.0,No Campaign,0.0
2025-02-06,HAI-S,Haircare,South,Amazon,1404.0,78,0,0.0,No Campaign,0.0
2025-02-06,HAI-E,Haircare,East,Brand.com,1782.0,110,1,0.1,Bundle Deal,1058.18
2025-02-06,HAI-W,Haircare,West,Brand.com,1683.0,110,1,0.15,Member Day,851.67
2025-02-06,FRA-N,Fragrance,North,Amazon,2700.0,60,0,0.0,No Campaign,0.0
2025-02-06,FRA-S,Fragrance,South,Brand.com,3060.0,68,0,0.0,No Campaign,0.0
2025-02-06,FRA-E,Fragrance,East,Amazon,3060.0,80,1,0.15,Spring Promo,439.87
2025-02-06,FRA-W,Fragrance,West,Retail,1890.0,42,0,0.0,No Campaign,0.0
2025-02-07,SKI-N,Skincare,North,Retail,4004.0,143,0,0.0,No Campaign,0.0
2025-02-07,SKI-S,Skincare,South,Amazon,3942.4,176,1,0.2,Member Day,231.12
2025-02-07,SKI-E,Skincare,East,Retail,3360.0,120,0,0.0,No Campaign,0.0
2025-02-07,SKI-W,Skincare,West,Brand.com,3080.0,110,0,0.0,No Campaign,0.0
2025-02-07,MAK-N,Makeup,North,Retail,2156.0,98,0,0.0,No Campaign,0.0
2025-02-07,MAK-S,Makeup,South,Amazon,2178.0,99,0,0.0,No Campaign,0.0
2025-02-07,MAK-E,Makeup,East,Retail,1914.0,87,0,0.0,No Campaign,0.0
2025-02-07,MAK-W,Makeup,West,Shopee,2079.0,105,1,0.1,Flash Sale,959.25
2025-02-07,HAI-N,Haircare,North,Retail,2044.8,142,1,0.2,Bundle Deal,864.98
2025-02-07,HAI-S,Haircare,South,Amazon,1314.0,73,0,0.0,No Campaign,0.0
2025-02-07,HAI-E,Haircare,East,Brand.com,1746.0,97,0,0.0,No Campaign,0.0
2025-02-07,HAI-W,Haircare,West,Retail,1260.0,70,0,0.0,No Campaign,0.0
2025-02-07,FRA-N,Fragrance,North,Retail,3633.75,95,1,0.15,Member Day,622.55
2025-02-07,FRA-S,Fragrance,South,Shopee,3528.0,98,1,0.2,Flash Sale,899.32
2025-02-07,FRA-E,Fragrance,East,Amazon,3492.0,97,1,0.2,Spring Promo,504.75
2025-02-07,FRA-W,Fragrance,West,Shopee,2835.0,63,0,0.0,No Campaign,0.0
2025-02-08,SKI-N,Skincare,North,Brand.com,3612.0,129,0,0.0,No Campaign,0.0
2025-02-08,SKI-S,Skincare,South,Brand.com,3052.0,109,0,0.0,No Campaign,0.0
2025-02-08,SKI-E,Skincare,East,Retail,2968.0,106,0,0.0,No Campaign,0.0
2025-02-08,SKI-W,Skincare,West,Amazon,3830.4,152,1,0.1,Bundle Deal,264.49
2025-02-08,MAK-N,Makeup,North,Retail,2530.0,115,0,0.0,No Campaign,0.0
2025-02-08,MAK-S,Makeup,South,Brand.com,2024.0,92,0,0.0,No Campaign,0.0
2025-02-08,MAK-E,Makeup,East,Shopee,2200.0,100,0,0.0,No Campaign,0.0
2025-02-08,MAK-W,Makeup,West,Shopee,2178.0,99,0,0.0,No Campaign,0.0
2025-02-08,HAI-N,Haircare,North,Shopee,1638.0,91,0,0.0,No Campaign,0.0
2025-02-08,HAI-S,Haircare,South,Brand.com,1494.0,83,0,0.0,No Campaign,0.0
2025-02-08,HAI-E,Haircare,East,Brand.com,918.0,51,0,0.0,No Campaign,0.0
2025-02-08,HAI-W,Haircare,West,Brand.com,1575.9,103,1,0.15,Member Day,337.52
2025-02-08,FRA-N,Fragrance,North,Brand.com,3825.0,85,0,0.0,No Campaign,0.0
2025-02-08,FRA-S,Fragrance,South,Brand.com,3312.0,92,1,0.2,Bundle Deal,876.43
2025-02-08,FRA-E,Fragrance,East,Amazon,4005.0,89,0,0.0,No Campaign,0.0
2025-02-08,FRA-W,Fragrance,West,Retail,2295.0,51,0,0.0,No Campaign,0.0
2025-02-09,SKI-N,Skincare,North,Brand.com,4032.0,160,1,0.1,Bundle Deal,834.1
2025-02-09,SKI-S,Skincare,South,Retail,3108.0,111,0,0.0,No Campaign,0.0
2025-02-09,SKI-E,Skincare,East,Brand.com,3444.0,123,0,0.0,No Campaign,0.0
2025-02-09,SKI-W,Skincare,West,Brand.com,2324.0,83,0,0.0,No Campaign,0.0
2025-02-09,MAK-N,Makeup,North,Amazon,2310.0,105,0,0.0,No Campaign,0.0
2025-02-09,MAK-S,Makeup,South,Shopee,1999.8,101,1,0.1,Flash Sale,1033.32
2025-02-09,MAK-E,Makeup,East,Amazon,2266.0,103,0,0.0,No Campaign,0.0
2025-02-09,MAK-W,Makeup,West,Amazon,2222.0,101,0,0.0,No Campaign,0.0
2025-02-09,HAI-N,Haircare,North,Retail,1555.2,96,1,0.1,Bundle Deal,287.09
2025-02-09,HAI-S,Haircare,South,Retail,1422.0,79,0,0.0,No Campaign,0.0
2025-02-09,HAI-E,Haircare,East,Shopee,1422.0,79,0,0.0,No Campaign,0.0
2025-02-09,HAI-W,Haircare,West,Retail,1152.0,64,0,0.0,No Campaign,0.0
2025-02-09,FRA-N,Fragrance,North,Brand.com,3105.0,69,0,0.0,No Campaign,0.0
2025-02-09,FRA-S,Fragrance,South,Shopee,2835.0,63,0,0.0,No Campaign,0.0
2025-02-09,FRA-E,Fragrance,East,Amazon,3600.0,100,1,0.2,Bundle Deal,1021.2
2025-02-09,FRA-W,Fragrance,West,Shopee,2070.0,46,0,0.0,No Campaign,0.0
2025-02-10,SKI-N,Skincare,North,Brand.com,3388.0,121,0,0.0,No Campaign,0.0
2025-02-10,SKI-S,Skincare,South,Shopee,3080.0,110,0,0.0,No Campaign,0.0
2025-02-10,SKI-E,Skincare,East,Retail,3444.0,123,0,0.0,No Campaign,0.0
2025-02-10,SKI-W,Skincare,West,Shopee,2800.0,100,0,0.0,No Campaign,0.0
2025-02-10,MAK-N,Makeup,North,Amazon,2596.0,118,0,0.0,No Campaign,0.0
2025-02-10,MAK-S,Makeup,South,Retail,1518.0,69,0,0.0,No Campaign,0.0
2025-02-10,MAK-E,Makeup,East,Amazon,2475.0,125,1,0.1,Member Day,1073.7
2025-02-10,MAK-W,Makeup,West,Brand.com,2356.2,126,1,0.15,Bundle Deal,1020.01
2025-02-10,HAI-N,Haircare,North,Amazon,2160.0,120,0,0.0,No Campaign,0.0
2025-02-10,HAI-S,Haircare,South,Brand.com,1484.1,97,1,0.15,Spring Promo,416.05
2025-02-10,HAI-E,Haircare,East,Amazon,1602.0,89,0,0.0,No Campaign,0.0
2025-02-10,HAI-W,Haircare,West,Shopee,1476.0,82,0,0.0,No Campaign,0.0
2025-02-10,FRA-N,Fragrance,North,Brand.com,3510.0,78,0,0.0,No Campaign,0.0
2025-02-10,FRA-S,Fragrance,South,Brand.com,2160.0,48,0,0.0,No Campaign,0.0
2025-02-10,FRA-E,Fragrance,East,Amazon,2801.25,83,1,0.25,Bundle Deal,1116.64
2025-02-10,FRA-W,Fragrance,West,Amazon,2025.0,45,0,0.0,No Campaign,0.0
2025-02-11,SKI-N,Skincare,North,Brand.com,3360.0,120,0,0.0,No Campaign,0.0
2025-02-11,SKI-S,Skincare,South,Retail,3668.0,131,0,0.0,No Campaign,0.0
2025-02-11,SKI-E,Skincare,East,Brand.com,3416.0,122,0,0.0,No Campaign,0.0
2025-02-11,SKI-W,Skincare,West,Amazon,3276.0,117,0,0.0,No Campaign,0.0
2025-02-11,MAK-N,Makeup,North,Retail,1914.0,87,0,0.0,No Campaign,0.0
2025-02-11,MAK-S,Makeup,South,Brand.com,2851.2,162,1,0.2,Spring Promo,301.26
2025-02-11,MAK-E,Makeup,East,Shopee,2684.0,122,0,0.0,No Campaign,0.0
2025-02-11,MAK-W,Makeup,West,Shopee,2094.4,112,1,0.15,Bundle Deal,1177.45
2025-02-11,HAI-N,Haircare,North,Amazon,1332.0,74,0,0.0,No Campaign,0.0
2025-02-11,HAI-S,Haircare,South,Shopee,1278.0,71,0,0.0,No Campaign,0.0
2025-02-11,HAI-E,Haircare,East,Shopee,1620.0,90,0,0.0,No Campaign,0.0
2025-02-11,HAI-W,Haircare,West,Brand.com,1224.0,68,0,0.0,No Campaign,0.0
2025-02-11,FRA-N,Fragrance,North,Brand.com,3060.0,68,0,0.0,No Campaign,0.0
2025-02-11,FRA-S,Fragrance,South,Shopee,3015.0,67,0,0.0,No Campaign,0.0
2025-02-11,FRA-E,Fragrance,East,Shopee,2745.0,61,0,0.0,No Campaign,0.0
2025-02-11,FRA-W,Fragrance,West,Shopee,3021.75,79,1,0.15,Bundle Deal,1180.11
2025-02-12,SKI-N,Skincare,North,Retail,3892.0,139,0,0.0,No Campaign,0.0
2025-02-12,SKI-S,Skincare,South,Amazon,3360.0,120,0,0.0,No Campaign,0.0
2025-02-12,SKI-E,Skincare,East,Brand.com,3080.0,110,0,0.0,No Campaign,0.0
2025-02-12,SKI-W,Skincare,West,Shopee,3549.0,169,1,0.25,Member Day,365.24
2025-02-12,MAK-N,Makeup,North,Retail,2244.0,102,0,0.0,No Campaign,0.0
2025-02-12,MAK-S,Makeup,South,Brand.com,2763.2,157,1,0.2,Bundle Deal,500.49
2025-02-12,MAK-E,Makeup,East,Brand.com,2068.0,94,0,0.0,No Campaign,0.0
2025-02-12,MAK-W,Makeup,West,Retail,1683.0,85,1,0.1,Bundle Deal,1106.94
2025-02-12,HAI-N,Haircare,North,Brand.com,1987.2,138,1,0.2,Flash Sale,733.39
2025-02-12,HAI-S,Haircare,South,Amazon,1422.0,79,0,0.0,No Campaign,0.0
2025-02-12,HAI-E,Haircare,East,Retail,1782.0,110,1,0.1,Member Day,662.68
2025-02-12,HAI-W,Haircare,West,Brand.com,1368.0,76,0,0.0,No Campaign,0.0
2025-02-12,FRA-N,Fragrance,North,Retail,3285.0,73,0,0.0,No Campaign,0.0
2025-02-12,FRA-S,Fragrance,South,Brand.com,2160.0,48,0,0.0,No Campaign,0.0
2025-02-12,FRA-E,Fragrance,East,Amazon,3375.0,75,0,0.0,No Campaign,0.0
2025-02-12,FRA-W,Fragrance,West,Brand.com,2520.0,56,0,0.0,No Campaign,0.0
2025-02-13,SKI-N,Skincare,North,Retail,5196.8,232,1,0.2,Member Day,773.53
2025-02-13,SKI-S,Skincare,South,Retail,3108.0,111,0,0.0,No Campaign,0.0
2025-02-13,SKI-E,Skincare,East,Retail,4284.0,153,0,0.0,No Campaign,0.0
2025-02-13,SKI-W,Skincare,West,Retail,3213.0,135,1,0.15,Bundle Deal,1129.26
2025-02-13,MAK-N,Makeup,North,Brand.com,2178.0,99,0,0.0,No Campaign,0.0
2025-02-13,MAK-S,Makeup,South,Amazon,2059.2,104,1,0.1,Bundle Deal,933.05
2025-02-13,MAK-E,Makeup,East,Retail,2046.0,93,0,0.0,No Campaign,0.0
2025-02-13,MAK-W,Makeup,West,Brand.com,2090.0,95,0,0.0,No Campaign,0.0
2025-02-13,HAI-N,Haircare,North,Retail,1976.4,122,1,0.1,Member Day,342.85
2025-02-13,HAI-S,Haircare,South,Amazon,1713.6,119,1,0.2,Flash Sale,304.4
2025-02-13,HAI-E,Haircare,East,Amazon,1152.0,64,0,0.0,No Campaign,0.0
2025-02-13,HAI-W,Haircare,West,Brand.com,936.0,52,0,0.0,No Campaign,0.0
2025-02-13,FRA-N,Fragrance,North,Brand.com,1935.0,43,0,0.0,No Campaign,0.0
2025-02-13,FRA-S,Fragrance,South,Amazon,2655.0,59,0,0.0,No Campaign,0.0
2025-02-13,FRA-E,Fragrance,East,Brand.com,3138.75,93,1,0.25,Flash Sale,250.23
2025-02-13,FRA-W,Fragrance,West,Retail,2304.0,64,1,0.2,Bundle Deal,492.52
2025-02-14,SKI-N,Skincare,North,Shopee,4662.0,185,1,0.1,Member Day,676.44
2025-02-14,SKI-S,Skincare,South,Retail,2772.0,99,0,0.0,No Campaign,0.0
2025-02-14,SKI-E,Skincare,East,Amazon,2492.0,89,0,0.0,No Campaign,0.0
2025-02-14,SKI-W,Skincare,West,Amazon,3593.8,151,1,0.15,Bundle Deal,837.09
2025-02-14,MAK-N,Makeup,North,Amazon,2420.0,110,0,0.0,No Campaign,0.0
2025-02-14,MAK-S,Makeup,South,Brand.com,2112.0,96,0,0.0,No Campaign,0.0
2025-02-14,MAK-E,Makeup,East,Retail,1980.0,90,0,0.0,No Campaign,0.0
2025-02-14,MAK-W,Makeup,West,Amazon,2112.0,96,0,0.0,No Campaign,0.0
2025-02-14,HAI-N,Haircare,North,Brand.com,1458.0,81,0,0.0,No Campaign,0.0
2025-02-14,HAI-S,Haircare,South,Shopee,1386.0,77,0,0.0,No Campaign,0.0
2025-02-14,HAI-E,Haircare,East,Brand.com,1368.0,76,0,0.0,No Campaign,0.0
2025-02-14,HAI-W,Haircare,West,Shopee,1296.0,72,0,0.0,No Campaign,0.0
2025-02-14,FRA-N,Fragrance,North,Shopee,3375.0,75,0,0.0,No Campaign,0.0
2025-02-14,FRA-S,Fragrance,South,Amazon,2470.5,61,1,0.1,Spring Promo,329.93
2025-02-14,FRA-E,Fragrance,East,Shopee,2970.0,66,0,0.0,No Campaign,0.0
2025-02-14,FRA-W,Fragrance,West,Amazon,2520.0,56,0,0.0,No Campaign,0.0
2025-02-15,SKI-N,Skincare,North,Shopee,3668.0,131,0,0.0,No Campaign,0.0
2025-02-15,SKI-S,Skincare,South,Shopee,3981.6,158,1,0.1,Bundle Deal,875.85
2025-02-15,SKI-E,Skincare,East,Brand.com,3584.0,128,0,0.0,No Campaign,0.0
2025-02-15,SKI-W,Skincare,West,Brand.com,3024.0,108,0,0.0,No Campaign,0.0
2025-02-15,MAK-N,Makeup,North,Retail,2134.0,97,0,0.0,No Campaign,0.0
2025-02-15,MAK-S,Makeup,South,Shopee,1892.0,86,0,0.0,No Campaign,0.0
2025-02-15,MAK-E,Makeup,East,Brand.com,2288.0,104,0,0.0,No Campaign,0.0
2025-02-15,MAK-W,Makeup,West,Retail,2305.6,131,1,0.2,Member Day,310.98
2025-02-15,HAI-N,Haircare,North,Retail,1836.0,102,0,0.0,No Campaign,0.0
2025-02-15,HAI-S,Haircare,South,Shopee,1296.0,72,0,0.0,No Campaign,0.0
2025-02-15,HAI-E,Haircare,East,Shopee,1728.0,96,0,0.0,No Campaign,0.0
2025-02-15,HAI-W,Haircare,West,Brand.com,1497.6,104,1,0.2,Spring Promo,235.94
2025-02-15,FRA-N,Fragrance,North,Brand.com,2475.0,55,0,0.0,No Campaign,0.0
2025-02-15,FRA-S,Fragrance,South,Brand.com,3150.0,70,0,0.0,No Campaign,0.0
2025-02-15,FRA-E,Fragrance,East,Brand.com,2925.0,65,0,0.0,No Campaign,0.0
2025-02-15,FRA-W,Fragrance,West,Shopee,2340.0,52,0,0.0,No Campaign,0.0
2025-02-16,SKI-N,Skincare,North,Brand.com,3696.0,132,0,0.0,No Campaign,0.0
2025-02-16,SKI-S,Skincare,South,Amazon,2828.0,101,0,0.0,No Campaign,0.0
2025-02-16,SKI-E,Skincare,East,Amazon,2996.0,107,0,0.0,No Campaign,0.0
2025-02-16,SKI-W,Skincare,West,Amazon,2632.0,94,0,0.0,No Campaign,0.0
2025-02-16,MAK-N,Makeup,North,Shopee,1606.0,73,0,0.0,No Campaign,0.0
2025-02-16,MAK-S,Makeup,South,Amazon,2656.5,161,1,0.25,Bundle Deal,924.86
2025-02-16,MAK-E,Makeup,East,Brand.com,1870.0,85,0,0.0,No Campaign,0.0
2025-02-16,MAK-W,Makeup,West,Shopee,2156.0,98,0,0.0,No Campaign,0.0
2025-02-16,HAI-N,Haircare,North,Amazon,1530.0,85,0,0.0,No Campaign,0.0
2025-02-16,HAI-S,Haircare,South,Brand.com,1404.0,78,0,0.0,No Campaign,0.0
2025-02-16,HAI-E,Haircare,East,Brand.com,1530.0,85,0,0.0,No Campaign,0.0
2025-02-16,HAI-W,Haircare,West,Brand.com,1620.0,90,0,0.0,No Campaign,0.0
2025-02-16,FRA-N,Fragrance,North,Retail,3465.0,77,0,0.0,No Campaign,0.0
2025-02-16,FRA-S,Fragrance,South,Retail,2736.0,76,1,0.2,Spring Promo,746.96
2025-02-16,FRA-E,Fragrance,East,Amazon,3003.75,89,1,0.25,Spring Promo,598.01
2025-02-16,FRA-W,Fragrance,West,Shopee,2295.0,51,0,0.0,No Campaign,0.0
2025-02-17,SKI-N,Skincare,North,Shopee,4076.8,182,1,0.2,Bundle Deal,257.84
2025-02-17,SKI-S,Skincare,South,Amazon,3192.0,114,0,0.0,No Campaign,0.0
2025-02-17,SKI-E,Skincare,East,Amazon,3640.0,130,0,0.0,No Campaign,0.0
2025-02-17,SKI-W,Skincare,West,Retail,2688.0,96,0,0.0,No Campaign,0.0
2025-02-17,MAK-N,Makeup,North,Retail,2420.0,110,0,0.0,No Campaign,0.0
2025-02-17,MAK-S,Makeup,South,Retail,2266.0,103,0,0.0,No Campaign,0.0
2025-02-17,MAK-E,Makeup,East,Brand.com,2354.0,107,0,0.0,No Campaign,0.0
2025-02-17,MAK-W,Makeup,West,Amazon,2118.6,107,1,0.1,Member Day,260.63
2025-02-17,HAI-N,Haircare,North,Amazon,1332.0,74,0,0.0,No Campaign,0.0
2025-02-17,HAI-S,Haircare,South,Amazon,1332.0,74,0,0.0,No Campaign,0.0
2025-02-17,HAI-E,Haircare,East,Shopee,1944.0,108,0,0.0,No Campaign,0.0
2025-02-17,HAI-W,Haircare,West,Amazon,1296.0,72,0,0.0,No Campaign,0.0
2025-02-17,FRA-N,Fragrance,North,Shopee,2945.25,77,1,0.15,Flash Sale,746.58
2025-02-17,FRA-S,Fragrance,South,Shopee,2520.0,56,0,0.0,No Campaign,0.0
2025-02-17,FRA-E,Fragrance,East,Brand.com,3060.0,68,0,0.0,No Campaign,0.0
2025-02-17,FRA-W,Fragrance,West,Shopee,2610.0,58,0,0.0,No Campaign,0.0
2025-02-18,SKI-N,Skincare,North,Shopee,3136.0,112,0,0.0,No Campaign,0.0
2025-02-18,SKI-S,Skincare,South,Amazon,3449.6,154,1,0.2,Member Day,413.96
2025-02-18,SKI-E,Skincare,East,Retail,3668.0,131,0,0.0,No Campaign,0.0
2025-02-18,SKI-W,Skincare,West,Amazon,3024.0,108,0,0.0,No Campaign,0.0
2025-02-18,MAK-N,Makeup,North,Shopee,2024.0,92,0,0.0,No Campaign,0.0
2025-02-18,MAK-S,Makeup,South,Shopee,2200.0,100,0,0.0,No Campaign,0.0
2025-02-18,MAK-E,Makeup,East,Amazon,2574.0,117,0,0.0,No Campaign,0.0
2025-02-18,MAK-W,Makeup,West,Shopee,1958.0,89,0,0.0,No Campaign,0.0
2025-02-18,HAI-N,Haircare,North,Amazon,1710.0,95,0,0.0,No Campaign,0.0
2025-02-18,HAI-S,Haircare,South,Retail,1409.4,87,1,0.1,Bundle Deal,1008.08
2025-02-18,HAI-E,Haircare,East,Amazon,1886.4,131,1,0.2,Flash Sale,628.7
2025-02-18,HAI-W,Haircare,West,Shopee,1560.6,102,1,0.15,Bundle Deal,1190.09
2025-02-18,FRA-N,Fragrance,North,Brand.com,2610.0,58,0,0.0,No Campaign,0.0
2025-02-18,FRA-S,Fragrance,South,Amazon,3240.0,72,0,0.0,No Campaign,0.0
2025-02-18,FRA-E,Fragrance,East,Brand.com,3604.5,89,1,0.1,Member Day,777.12
2025-02-18,FRA-W,Fragrance,West,Amazon,2070.0,46,0,0.0,No Campaign,0.0
2025-02-19,SKI-N,Skincare,North,Shopee,3444.0,123,0,0.0,No Campaign,0.0
2025-02-19,SKI-S,Skincare,South,Shopee,3920.0,175,1,0.2,Flash Sale,1039.82
2025-02-19,SKI-E,Skincare,East,Shopee,3584.0,128,0,0.0,No Campaign,0.0
2025-02-19,SKI-W,Skincare,West,Brand.com,2940.0,105,0,0.0,No Campaign,0.0
2025-02-19,MAK-N,Makeup,North,Retail,2816.0,128,0,0.0,No Campaign,0.0
2025-02-19,MAK-S,Makeup,South,Retail,1562.0,71,0,0.0,No Campaign,0.0
2025-02-19,MAK-E,Makeup,East,Retail,2398.0,109,0,0.0,No Campaign,0.0
2025-02-19,MAK-W,Makeup,West,Brand.com,2138.4,108,1,0.1,Spring Promo,963.11
2025-02-19,HAI-N,Haircare,North,Shopee,1656.0,92,0,0.0,No Campaign,0.0
2025-02-19,HAI-S,Haircare,South,Brand.com,1080.0,60,0,0.0,No Campaign,0.0
2025-02-19,HAI-E,Haircare,East,Brand.com,1593.0,118,1,0.25,Flash Sale,271.16
2025-02-19,HAI-W,Haircare,West,Brand.com,1332.0,74,0,0.0,No Campaign,0.0
2025-02-19,FRA-N,Fragrance,North,Retail,3330.0,74,0,0.0,No Campaign,0.0
2025-02-19,FRA-S,Fragrance,South,Shopee,3195.0,71,0,0.0,No Campaign,0.0
2025-02-19,FRA-E,Fragrance,East,Shopee,2520.0,56,0,0.0,No Campaign,0.0
2025-02-19,FRA-W,Fragrance,West,Shopee,1530.0,34,0,0.0,No Campaign,0.0
2025-02-20,SKI-N,Skincare,North,Retail,4258.8,169,1,0.1,Spring Promo,616.57
2025-02-20,SKI-S,Skincare,South,Shopee,3192.0,114,0,0.0,No Campaign,0.0
2025-02-20,SKI-E,Skincare,East,Retail,3752.0,134,0,0.0,No Campaign,0.0
2025-02-20,SKI-W,Skincare,West,Shopee,2632.0,94,0,0.0,No Campaign,0.0
2025-02-20,MAK-N,Makeup,North,Shopee,2002.0,91,0,0.0,No Campaign,0.0
2025-02-20,MAK-S,Makeup,South,Retail,1650.0,75,0,0.0,No Campaign,0.0
2025-02-20,MAK-E,Makeup,East,Amazon,2398.0,109,0,0.0,No Campaign,0.0
2025-02-20,MAK-W,Makeup,West,Brand.com,1804.0,82,0,0.0,No Campaign,0.0
2025-02-20,HAI-N,Haircare,North,Amazon,1668.6,103,1,0.1,Flash Sale,790.64
2025-02-20,HAI-S,Haircare,South,Amazon,1404.0,78,0,0.0,No Campaign,0.0
2025-02-20,HAI-E,Haircare,East,Shopee,1441.8,89,1,0.1,Spring Promo,1152.22
2025-02-20,HAI-W,Haircare,West,Shopee,1458.0,81,0,0.0,No Campaign,0.0
2025-02-20,FRA-N,Fragrance,North,Shopee,1710.0,38,0,0.0,No Campaign,0.0
2025-02-20,FRA-S,Fragrance,South,Amazon,2610.0,58,0,0.0,No Campaign,0.0
2025-02-20,FRA-E,Fragrance,East,Shopee,2655.0,59,0,0.0,No Campaign,0.0
2025-02-20,FRA-W,Fragrance,West,Amazon,3375.0,75,0,0.0,No Campaign,0.0
2025-02-21,SKI-N,Skincare,North,Amazon,3998.4,168,1,0.15,Spring Promo,474.07
2025-02-21,SKI-S,Skincare,South,Shopee,3360.0,120,0,0.0,No Campaign,0.0
2025-02-21,SKI-E,Skincare,East,Retail,4390.4,196,1,0.2,Spring Promo,927.06
2025-02-21,SKI-W,Skincare,West,Brand.com,3052.0,109,0,0.0,No Campaign,0.0
2025-02-21,MAK-N,Makeup,North,Retail,2557.5,155,1,0.25,Bundle Deal,584.36
2025-02-21,MAK-S,Makeup,South,Amazon,2090.0,95,0,0.0,No Campaign,0.0
2025-02-21,MAK-E,Makeup,East,Amazon,2662.0,121,0,0.0,No Campaign,0.0
2025-02-21,MAK-W,Makeup,West,Brand.com,1870.0,85,0,0.0,No Campaign,0.0
2025-02-21,HAI-N,Haircare,North,Brand.com,1699.2,118,1,0.2,Member Day,596.55
2025-02-21,HAI-S,Haircare,South,Retail,1312.2,81,1,0.1,Spring Promo,270.89
2025-02-21,HAI-E,Haircare,East,Amazon,1512.0,84,0,0.0,No Campaign,0.0
2025-02-21,HAI-W,Haircare,West,Shopee,1152.0,64,0,0.0,No Campaign,0.0
2025-02-21,FRA-N,Fragrance,North,Shopee,2115.0,47,0,0.0,No Campaign,0.0
2025-02-21,FRA-S,Fragrance,South,Amazon,3321.0,82,1,0.1,Flash Sale,447.13
2025-02-21,FRA-E,Fragrance,East,Amazon,2205.0,49,0,0.0,No Campaign,0.0
2025-02-21,FRA-W,Fragrance,West,Retail,3060.0,68,0,0.0,No Campaign,0.0
2025-02-22,SKI-N,Skincare,North,Amazon,3729.6,148,1,0.1,Bundle Deal,871.48
2025-02-22,SKI-S,Skincare,South,Brand.com,3360.0,120,0,0.0,No Campaign,0.0
2025-02-22,SKI-E,Skincare,East,Shopee,3332.0,119,0,0.0,No Campaign,0.0
2025-02-22,SKI-W,Skincare,West,Amazon,2436.0,87,0,0.0,No Campaign,0.0
2025-02-22,MAK-N,Makeup,North,Shopee,2222.0,101,0,0.0,No Campaign,0.0
2025-02-22,MAK-S,Makeup,South,Brand.com,1738.0,79,0,0.0,No Campaign,0.0
2025-02-22,MAK-E,Makeup,East,Retail,1892.0,86,0,0.0,No Campaign,0.0
2025-02-22,MAK-W,Makeup,West,Amazon,1430.0,65,0,0.0,No Campaign,0.0
2025-02-22,HAI-N,Haircare,North,Amazon,1368.0,76,0,0.0,No Campaign,0.0
2025-02-22,HAI-S,Haircare,South,Amazon,1134.0,63,0,0.0,No Campaign,0.0
2025-02-22,HAI-E,Haircare,East,Amazon,1476.0,82,0,0.0,No Campaign,0.0
2025-02-22,HAI-W,Haircare,West,Retail,1332.0,74,0,0.0,No Campaign,0.0
2025-02-22,FRA-N,Fragrance,North,Amazon,2250.0,50,0,0.0,No Campaign,0.0
2025-02-22,FRA-S,Fragrance,South,Amazon,2970.0,66,0,0.0,No Campaign,0.0
2025-02-22,FRA-E,Fragrance,East,Brand.com,3465.0,77,0,0.0,No Campaign,0.0
2025-02-22,FRA-W,Fragrance,West,Retail,2970.0,66,0,0.0,No Campaign,0.0
2025-02-23,SKI-N,Skincare,North,Shopee,4032.0,144,0,0.0,No Campaign,0.0
2025-02-23,SKI-S,Skincare,South,Shopee,3276.0,117,0,0.0,No Campaign,0.0
2025-02-23,SKI-E,Skincare,East,Amazon,3444.0,123,0,0.0,No Campaign,0.0
2025-02-23,SKI-W,Skincare,West,Amazon,3108.0,111,0,0.0,No Campaign,0.0
2025-02-23,MAK-N,Makeup,North,Brand.com,2222.0,101,0,0.0,No Campaign,0.0
2025-02-23,MAK-S,Makeup,South,Shopee,2118.6,107,1,0.1,Bundle Deal,1139.65
2025-02-23,MAK-E,Makeup,East,Retail,2318.8,124,1,0.15,Bundle Deal,872.46
2025-02-23,MAK-W,Makeup,West,Shopee,1826.0,83,0,0.0,No Campaign,0.0
2025-02-23,HAI-N,Haircare,North,Shopee,1476.0,82,0,0.0,No Campaign,0.0
2025-02-23,HAI-S,Haircare,South,Retail,1008.0,56,0,0.0,No Campaign,0.0
2025-02-23,HAI-E,Haircare,East,Amazon,1836.0,102,0,0.0,No Campaign,0.0
2025-02-23,HAI-W,Haircare,West,Shopee,1566.0,87,0,0.0,No Campaign,0.0
